city,state,name,rating,address,days,phone
Visalia,CA,Marie Callenders,- NA -,350 S Mooney Blvd,TU  SA,(559) 738-1442
Westminster,CA,El Torito Mexican Restaurant,- NA -,15042 Goldenwest St,SA,(714) 898-6621
Westminster,CA,Marie Callenders,- NA -,16390 Beach Blvd,TU  SA,(714) 847-6600
Westminster,CA,Marie Callenders,- NA -,16390 Beach Blvd,TU  SA,(714) 847-6600
Van Nuys,CA,El Torito Mexican Restaurant,- NA -,14433 1/2 Ventura Blvd,SA,(818) 990-5860
Walnut Creek,CA,Marie Callenders,- NA -,1101 S California Blvd,TU  SA,(925) 943-7100
Upland,CA,El Torito Mexican Restaurant,- NA -,335 S Mountain Ave,SA,(909) 946-7955
Universal City,CA,Tony Roma's,- NA -,1000 Universal Studios Blvd.,TU,(818) 763-7674
Victorville,CA,JOHNNY REB'S OF VICTORVILLE,- NA -,15051 Seventh St,TH  FR  SA,(760) 955-3700
Victorville,CA,Original Roadhouse Grill,- NA -,11940 Amargosa Rd,TU,(760) 949-2308
Vacaville,CA,Chevy's Fresh Mex,- NA -,200 Nut Tree Pkwy,TU,(707) 469-0280
Ventura,CA,Marie Callenders,- NA -,1295 S Victoria Ave,TU  SA,(805) 644-0147
Ventura,CA,Presto Pasta Italian Faster Foods,- NA -,"5722 Telephone Rd, Ste 10",SU  SA,(805) 658-2898
Valencia,CA,Dennys Restaurant,- NA -,27541 Wayne Mills Place,TU,(661) 253-3961
Valencia,CA,El Torito Mexican Restaurant,- NA -,27510 The Old Rd,SA,(661) 254-2994
Valencia,CA,Marie Callenders,- NA -,27630 The Old Rd,TU  SA,(661) 259-4674
Tustin,CA,El Torito Mexican Restaurant,- NA -,17420 17th St,SA,(714) 838-6630
Tustin,CA,Lonestar Steakhouse,- NA -,1222 Irvine Blvd,TU,(714) 508-8996
Union City,CA,T.G.I. Fridays,- NA -,31900 Dyer St,MO,(510) 489-2797
Turlock,CA,Dennys Restaurant,- NA -,1991 Lander Ave,TU  SA,(209) 634-8506
Torrance,CA,El Torito Mexican Restaurant,- NA -,23225 Hawthorne Blvd,SA,(310) 378-0331
Torrance,CA,Marie Callenders,- NA -,23365 Hawthorne Blvd,TU  SA,(310) 378-4209
Torrance,CA,Marie Callenders,- NA -,21211 Hawthorne Blvd,TU  SA,(310) 540-9696
Tulare,CA,IHOP,- NA -,1004 E Prosperity Ave,MO  TU  WE  TH  FR,(559) 684-7440
Toluca Lake,CA,Marie Callenders,- NA -,10050 Riverside Drive,MO  TU,(818) 985-6862
Thousand Oaks,CA,El Torito Mexican Restaurant,- NA -,449 N Moorpark Rd,SA,(805) 497-3952
Sunnyvale,CA,Hobees Restaurant,- NA -,800 W Ahwanee Ave,WE,(408) 524-3580
Sunnyvale,CA,Marie Callenders,- NA -,751 E El Camino Real,TU  SA,(408) 245-3710
Simi Valley,CA,El Torito Mexican Restaurant,- NA -,2498 Erringer Rd,SA,(805) 522-6882
Simi Valley,CA,Marie Callenders,- NA -,20 W Cochran St,TU  SA,(805) 582-0552
Temecula,CA,El Torito Mexican Restaurant,- NA -,40517 Margarita Rd,SA,(951) 699-7752
Temecula,CA,Oggi's,- NA -,41301 Margarita Rd,WE,(951) 719-1360
Temecula,CA,Tony Roma's,- NA -,27464 Jefferson Ave.,TU,(951) 676-7662
Sn Bernrdno,CA,El Torito Mexican Restaurant,- NA -,118 E Hospitality Ln,SA,(909) 381-2316
Sherman Oaks,CA,Pomodoro Cucina Italiana,- NA -,14622 Ventura Blvd,TU,(818) 501-7400
South Gate,CA,Soccer Tortas Restaurant,- NA -,8101 Long Beach Blvd.Suite B,SU  MO  TU  WE  TH  FR  SA,(323) 312-6409
Stockton,CA,El Torito Mexican Restaurant,- NA -,2593 W March Ln,SA,(209) 957-6891
Stockton,CA,Marie Callenders,- NA -,2628 W March Ln,TU  SA,(209) 952-0054
Seal Beach,CA,Ruby's Diner,- NA -,900-A Ocean Ave,TU,(562) 431-7829
San Ramon,CA,Chevy's Fresh Mex,- NA -,18080 San Ramon Valley Blvd,TU,(925) 327-1910
San Ramon,CA,Marie Callenders,- NA -,18070 San Ramon Valley Blvd,TU  SA,(925) 355-0757
Santa Clara,CA,El Torito Mexican Restaurant,- NA -,2950 Lakeside Dr,SA,(408) 727-4426
Santa Clara,CA,IHOP,- NA -,5403 Stevens Creek Blvd,WE,(408) 996-3393
Santa Clarita,CA,La Cocina Bar & Grill,- NA -,28022 Seco Canyon Rd,TU,(661) 297-4546
Santa Barbara,CA,El Torito Mexican Restaurant,- NA -,29 E Cabrillo Blvd,SA,(805) 963-1968
Santa Monica,CA,El Torito Mexican Restaurant,- NA -,3360 Ocean Park Blvd,SA,(310) 450-8665
Santa Ana,CA,El Torito Mexican Restaurant,- NA -,2800 N Main St,SA,(714) 648-0058
Santa Ana,CA,Marie Callenders,- NA -,1821 N Grand Ave,TU  SA,(714) 836-1513
Santee,CA,Dennys Restaurant,- NA -,140 Town Center Parkway,TU  SA,(619) 562-8403
San Marcos,CA,Original Roadhouse Grill,- NA -,110 Knoll Rd,TU,(760) 510-3805
San Marcos,CA,Pat And Oscar's,- NA -,137 S. Los Posas Rd.,TU,(760) 798-7889
San Marcos,CA,Tony Roma's,- NA -,1020 W. San Marcos Blvd.,TU,(760) 736-4343
San Juan Capistrano,CA,Marie Callenders,- NA -,31791 Del Obispo St,TU  SA,(949) 661-5977
San Juan Capistrano,CA,Ruby's Diner,- NA -,31781 Camino Capistrano,TU,(949) 496-7829
San Jose,CA,Bounce A Rama,- NA -,1450 Great Mall Drive,MO  TU  WE  TH  FR,(408) 200-8888
San Jose,CA,Chevy's Fresh Mex,- NA -,511 Coleman Ave,TU,(408) 286-1810
SAN JOSE,CA,Dennys Restaurant,- NA -,1015 BLOSSOM HILL RD,TU  SA,(408) 448-6205
San Jose,CA,Hobees Restaurant,- NA -,"680 River Oaks Pkwy, Ste P",WE,(408) 232-0190
San Jose,CA,Marie Callenders,- NA -,620 Blossom Hill Rd,TU  SA,(408) 578-0643
San Jose,CA,Sonoma Chicken Coop,- NA -,5925 Almaden Expressway,MO  TU,(408) 997-1272
San Jose,CA,Sonoma Chicken Coop Almaden,- NA -,5925 Almaden Expy,MO  TU,(408) 997-1272
San Jose,CA,Tandoori Bistro,- NA -,5353 Almaden Expy,SU  MO  TU  WE  TH  FR  SA,(408) 267-4367
San Jose,CA,Tony Roma's,- NA -,4233 Moorpark Ave.,TU,(408) 253-4900
San Jose,CA,Willow Street Wood Fired Pizza,- NA -,1072 Willow St,TU,(408) 971-7080
San Jose,CA,Willow Street Wood Fired Pizza,- NA -,"1554 Saratoga Ave, Ste P401",TU,(408) 871-0400
San Leandro,CA,El Torito Mexican Restaurant,- NA -,5 Marina,SA,(510) 351-8825
San Diego,CA,Barra Barra Saloon,4 / 5,4016 Wallace Street,WE,(619) 291-3200
San Diego,CA,Bennigan's Grill and Tavern,- NA -,1760 Camino Del Rio N,TU,(619) 291-8853
San Diego,CA,El Torito Mexican Restaurant,- NA -,445 Camino Del Rio S,SA,(619) 296-6154
San Diego,CA,El Torito Mexican Restaurant,- NA -,16375 Bernardo Center Dr,SA,(858) 485-1905
San Diego,CA,El Torito Mexican Restaurant,- NA -,8223 Mira Mesa Blvd,SA,(858) 566-5792
San Diego,CA,Marie Callenders,- NA -,11122 Rancho Carmel Dr,TU  SA,(858) 675-9428
San Diego,CA,Pasha Mediterranean Cafe & Grlle,- NA -,3614 Fifth Ave,SU  MO  TU  WE  TH,(619) 294-4444
San Francisco,CA,Chevy's Fresh Mex,- NA -,3251 20th Avenue,TU,(415) 665-8705
San Francisco,CA,Tony Roma's,- NA -,2 Embarcadero Center,TU,(415) 371-2733
San Bruno,CA,IHOP,- NA -,590 el Camino Real,SU,(650) 588-8344
San Anselmo,CA,Easy Street Cafe,- NA -,882 Sir Francis Drake Blvd,MO,(415) 453-1984
Salinas,CA,Dennys Restaurant,- NA -,2005 N. Main St,TU  SA,(831) 449-3523
Salinas,CA,Marie Callenders,- NA -,1391 N. Davis Road,MO  SA,(831) 757-7437
Salida,CA,Dennys Restaurant,- NA -,4324 Salida Blvd.,TU  SA,(209) 545-3326
Rocklin,CA,Chevy's Fresh Mex,- NA -,6604 Lonetree Blvd,TU,(916) 773-2554
Sacramento,CA,Chevy's Fresh Mex,- NA -,1234 Howe Ave,TU,(916) 923-6574
Sacramento,CA,Chick-fil-A,- NA -,2101 Alta Arden Expressway,TU,(916) 922-2221
Sacramento,CA,Dennys Restaurant,- NA -,1322 Howe Ave,TU  SA,(916) 924-6755
Sacramento,CA,El Torito Mexican Restaurant,- NA -,1598 Arden Way,SA,(916) 927-0071
Riverside,CA,El Torito Mexican Restaurant,- NA -,3740 Park Sierra Dr,SA,(951) 785-0361
Riverside,CA,El Torito Mexican Restaurant,- NA -,3639 Riverside Plaza Dr,SA,(951) 684-6816
Riverside,CA,Marie Callenders,- NA -,3505 Merrill Ave,TU  SA,(951) 682-2504
Riverside,CA,Ruby's Diner,- NA -,1298 Galleria,TU,(951) 359-7829
Redondo Beach,CA,El Torito Mexican Restaurant,- NA -,100 Fishermans Wharf,SA,(310) 376-0547
Redondo Beach,CA,Marie Callenders,- NA -,2979 Artesia Blvd,TU  SA,(310) 371-5583
Redwood City,CA,Johhny Rockets,- NA -,1111 El Camino Real,MO  TU  TH,(650) 306-9500
Rancho Mirage,CA,Marie Callenders,- NA -,69830 Highway 111,TU  SA,(760) 328-0844
Rancho Mirage,CA,Ruby's Diner,- NA -,71-855 Highway 111,TU,(760) 836-0788
Rancho Cucamonga,CA,Dickey's Barbecue Pit,- NA -,"9670 Haven Ave, Ste 105",SU  MO,(909) 477-4555
Placentia,CA,El Torito Mexican Restaurant,- NA -,1474 N Kraemer Blvd,SA,(714) 996-5350
Placentia,CA,IHOP,- NA -,131 N Kraemer Blvd,SU  MO  TU  WE  TH  FR  SA,(714) 528-7838
Placentia,CA,Marie Callenders,- NA -,126 E Yorba Linda Blvd,TU  SA,(714) 996-0500
Palm Springs,CA,Ruby's Diner,- NA -,155 South Palm Canyon Drive,TU,(760) 406-7829
Palm Desert,CA,Marie Callenders,- NA -,72840 Highway 111,TU  SA,(760) 773-4743
Palm Desert,CA,Tony Roma's,- NA -,155 Highway 111,TU,(760) 568-9911
Oxnard,CA,El Torito Mexican Restaurant,- NA -,1720 E Ventura Blvd,SA,(805) 485-4887
Orange,CA,El Torito Mexican Restaurant,- NA -,3520 The City Way E,SA,(714) 939-6711
Orange,CA,Marie Callenders,- NA -,307 E Katella Ave,TU  SA,(714) 633-3112
Ontario,CA,El Torito Mexican Restaurant,- NA -,3680 Inland Empire Blvd,SA,(909) 944-9102
Ontario,CA,Marie Callenders,- NA -,2149 E Convention Center Way,TU  SA,(909) 937-0214
Ontario,CA,Tony Roma's,- NA -,3550 Porsche Way,TU,(909) 484-8444
Patterson,CA,Dennys Restaurant,- NA -,15001 Rogers Rd.,TU  SA,(209) 892-4600
Pismo Beach,CA,Marie Callenders,- NA -,2131 Price St,TU  SA,(805) 773-0606
Palmdale,CA,El Torito Mexican Restaurant,- NA -,1161 W Rancho Vista Blvd,SA,(661) 274-4502
Palo Alto,CA,Hobees Restaurant,- NA -,"855 El Camino Real, Ste 67",WE,(650) 327-4111
Palo Alto,CA,Hobees Restaurant,- NA -,4224 el Camino Real,WE,(650) 856-6124
Oceanside,CA,El Torito Mexican Restaurant,- NA -,2693 Vista Way,SA,(760) 439-5407
Oceanside,CA,Ruby's Diner,- NA -,1 Oceanside Pier,TU,(760) 433-7829
Oakland,CA,Tony Roma's,- NA -,55 Washington St.,TU,(510) 271-1818
Pasadena,CA,El Torito Mexican Restaurant,- NA -,3333 E Foothill Blvd,SA,(626) 351-8995
Pasadena,CA,Marie Callenders,- NA -,2300 E Foothill Blvd,TU  SA,(626) 792-3109
Oakdale,CA,Dennys Restaurant,- NA -,1555 East F Street,TU  SA,(209) 847-0242
Northridge,CA,Marie Callenders,- NA -,19310 Business Center Dr,TU  SA,(818) 993-0704
Newhall,CA,Cathy's Deli,- NA -,"23120 Lyons Ave, Unit 24",MO  TU  WE,(661) 288-2217
National City,CA,El Torito Mexican Restaurant,- NA -,3030 Plaza Bonita Rd,SA,(619) 470-3072
Napa,CA,Dennys Restaurant,- NA -,1000 Imola Ave,TU  SA,(707) 224-2600
Napa,CA,Marie Callenders,- NA -,1990 Trower Ave,TU  SA,(707) 253-7754
Mountain View,CA,Happi House Teriyaki,- NA -,286 W. El Camino Real,SU,(650) 969-7041
Mountain View,CA,Hobees Restaurant,- NA -,2312 Central Expy,WE,(650) 968-6050
Morgan Hill,CA,Marie Callenders,- NA -,18599 Sutter Blvd,TU  SA,(408) 778-7373
Monterey,CA,El Torito Mexican Restaurant,- NA -,600 Cannery Row,SA,(831) 373-0611
Montebello,CA,Marie Callenders,- NA -,1852 Montebello Town Ctr,TU  SA,(323) 722-7437
Modesto,CA,Buffalo Wings & Rings,- NA -,3020 Floyd Ave,MO,(209) 551-9464
Modesto,CA,Chevy's Fresh Mex,- NA -,1750 Standiford Ave,TU,(209) 544-2145
Modesto,CA,Dennys Restaurant,- NA -,110 McHenry Ave,TU  SA,(209) 529-5594
Modesto,CA,Dennys Restaurant,- NA -,1525 McHenry Ave,TU  SA,(209) 526-0286
Modesto,CA,Dennys Restaurant,- NA -,2052 W. Orangeburg St.,TU  SA,(209) 529-4049
Modesto,CA,Fresh Choice,- NA -,2225 Plaza Pkwy,WE,(209) 523-8875
Modesto,CA,Grand Buffet,- NA -,2400 Coffee Rd,SU,(209) 529-3999
Modesto,CA,IHOP,- NA -,2098 W Orangeburg Ave,TU  TH,(209) 342-9065
Modesto,CA,Marie Callenders,- NA -,3500 Coffee Rd,TU  SA,(209) 529-1610
Modesto,CA,Strings Italian Cafe,- NA -,2601 Oakdale Rd,SU  MO,(209) 578-9777
Modesto,CA,Sweet River Grill & Bar,- NA -,3401 Dale Rd,TU,(209) 526-0200
Mission Viejo,CA,O'Neill's Bar & Grill.,- NA -,26772 Avery Pkwy,SU  MO  SA,(949) 305-5100
Mission Viejo,CA,Ruby's Diner,- NA -,258 The Shops At Mission Viejo,TU,(949) 481-7829
Mission Hills,CA,Bear Pit BBQ,- NA -,10825 Sepulveda Boulevard,TU,(818) 365-2509
Milpitas,CA,El Torito Mexican Restaurant,- NA -,477 E Calaveras Blvd,SA,(408) 946-8012
Milpitas,CA,Marie Callenders,- NA -,333 S Abbott Ave,TU  SA,(408) 263-7437
Manteca,CA,Dennys Restaurant,- NA -,1135 South Main Street,TU  SA,(209) 825-2050
Marina Del Rey,CA,El Torito Mexican Restaurant,- NA -,13715 Fiji Way,SA,(310) 823-8941
Merced,CA,Marie Callenders,- NA -,1435 V St,TU  SA,(209) 726-9778
Los Gatos,CA,Hobees Restaurant,- NA -,165 Los Gatos Saratoga Rd,WE,(408) 395-5600
Los Gatos,CA,Main Street Burgers,- NA -,20 South Santa Cruz,MO,(408) 354-1881
Manhattan Beach,CA,El Torito Mexican Restaurant,- NA -,600 S Sepulveda Blvd,SA,(310) 318-8500
Madera,CA,Dennys Restaurant,- NA -,22717 Ave 18 1/2,,(559) 664-1400
Los Angeles,CA,Cafe 50s,- NA -,11623 Santa Monica Blvd,WE,(310) 479-1955
Los Angeles,CA,Camilles,- NA -,530 Ramirez St,TU  SA,(213) 624-6376
Los Angeles,CA,Dinahs Family Restaurant,- NA -,6521 S Sepulveda Blvd,MO  TU  WE,(310) 645-0456
Los Angeles,CA,Giggles 'N' Hugs,- NA -,11701 Wilshire Blvd.,TU,(310) 478-4847
Los Angeles,CA,IHOP,- NA -,800 S Flower St,TH,(213) 629-1759
Los Angeles,CA,Johnny Rocket,- NA -,100 N la Cienega Blvd,MO  TU  WE  TH,(310) 289-0400
Los Angeles,CA,Juniors Restaurant,- NA -,2379 Westwood Blvd,MO  TU  WE  TH  FR,(310) 475-5771
Los Angeles,CA,Marie Callenders,- NA -,5773 Wilshire Blvd,TU  SA,(323) 937-7952
Los Angeles,CA,Marie Callenders,- NA -,6081 Center Dr,TU  SA,(310) 417-9980
Los Angeles,CA,Sicily's,- NA -,5001 Wilshire Blvd,SU,(323) 954-9428
Long Beach,CA,Chick-fil-A,- NA -,7681 Carson Blvd,TU,(562) 425-4232
Long Beach,CA,Dennys Restaurant,- NA -,601 North Long Beach Blvd,TU,(562) 437-1992
Long Beach,CA,El Torito Mexican Restaurant,- NA -,6605 E Pacific Coast Hwy,SA,(562) 594-6917
Long Beach,CA,El Torito Mexican Restaurant,- NA -,3301 Atlantic Ave,SA,(562) 595-1795
Long Beach,CA,El Torito Mexican Restaurant,- NA -,7591 Carson Blvd,SA,(562) 377-5750
Long Beach,CA,Original Roadhouse Grill,- NA -,7391 Carson Blvd,MO  TU,(562) 377-5952
Long Beach,CA,Ruby's Diner,- NA -,6405 East Pacific Coast Hwy,TU,(562) 596-1914
Lakewood,CA,El Torito Mexican Restaurant,- NA -,5242 Lakewood Blvd,SA,(562) 531-7460
Lakewood,CA,Marie Callenders,- NA -,4419 Candlewood St,TU  SA,(562) 634-3612
Lathrop,CA,Dennys Restaurant,- NA -,16851 South Harlan Road,TU  SA,(209) 982-0215
Livermore,CA,Bakers Square Restaurant & Pie,- NA -,1116 E. Stanley Blvd,TU,(925) 449-4245
Lemoore,CA,Naps,- NA -,Franklin,TU,(559) 997-2222
Laguna Beach,CA,Ruby's Diner,- NA -,30622 South PCH,TU,(949) 497-7829
Lake Forest,CA,Simply Fondue,- NA -,28719 Los Alisos Blvd.,SU,(949) 707-5200
La Mesa,CA,El Torito Mexican Restaurant,- NA -,5024 Baltimore Drive,SA,(619) 698-7404
La Mesa,CA,El Torito Mexican Restaurant,- NA -,5024 Baltimore Dr,SA,(619) 698-7404
Laguna Hills,CA,El Torito,- NA -,24301 Avenida De la Carlota,WE,(949) 951-9137
Laguna Hills,CA,El Torito Mexican Restaurant,- NA -,24301 Avnida De La Crlota Carlota,SA,(949) 951-9137
Laguna Hills,CA,Lonestar Steakhouse,- NA -,24231 Avenida de la Carlotta,TU,(949) 951-8687
Laguna Hills,CA,Ruby's Diner,- NA -,24155 Laguna Hills Mall,TU,(949) 588-7829
Irvine,CA,El Torito Mexican Restaurant,- NA -,18512 Macarthur Blvd,SA,(949) 833-8230
Irvine,CA,Irvine Food,- NA -,13121 Jamboree Rd,SU  MO  TU  WE  TH  FR  SA,(714) 665-8763
Irvine,CA,Marie Callenders,- NA -,15363 Culver Dr,TU  SA,(949) 552-2101
Irvine,CA,Ruby's Diner,- NA -,4602 Barranca Pkwy,TU,(949) 552-7829
La Habra,CA,Ricardos El Ranchito Mexican Restaurant,- NA -,"1351 S Beach Blvd, Ste H",MO  TU  WE,(562) 943-6020
La Puente,CA,El Torito Mexican Restaurant,- NA -,1697 S Azusa Ave,SA,(626) 965-3391
Huntington Beach,CA,Ruby's Diner,- NA -,1 Main Street,TU,(714) 969-7829
La Crescenta,CA,Torta Mexico,- NA -,2728 Prospect Ave,WE,(818) 248-5922
Hermosa Beach,CA,Ken & Kent's NY Style Deli,- NA -,844 Hermosa Ave.,TU,(310) 376-3354
Hayward,CA,Marie Callenders,- NA -,790 W Winton Ave,TU  SA,(510) 783-4469
Glendale,CA,Hedenberg Inc,- NA -,605 N Glendale Ave,SU  MO  TU  WE  TH  FR  SA,(818) 242-0922
Glendale,CA,Tony Roma's,- NA -,126 N. Maryland,TU,(818) 244-7427
Glendale,CA,Tony Roma's,- NA -,126 N. Maryland,TU,(818) 244-7427
Gilroy,CA,Black Bear Diner,- NA -,395 Leavesley Road,TU,(408) 842-9901
Fullerton,CA,El Torito Mexican Restaurant,- NA -,101 E Orangethorpe Ave,SA,(714) 871-9720
Fullerton,CA,IHOP,- NA -,151 W Orangethorpe Ave,TH,(714) 525-4544
Fullerton,CA,Ruby's Diner,- NA -,1301 South Harbor Blvd,TU,(714) 871-7829
Fullerton,CA,Super Mex Restaurants,- NA -,250 W Orangethorpe Ave,SU  MO  TU  WE  TH  FR  SA,(714) 992-2624
Fullerton,CA,Tony Roma's,- NA -,1300 S. Harbor Blvd.,TU,(714) 871-4000
Fresno,CA,Antonio's Mexican,- NA -,7959 N Blackstone Ave,TU,(559) 446-1802
Fresno,CA,Calmex,- NA -,7634 N Blackstone Ave,TU,(559) 446-1905
Fresno,CA,Chevys Fresh Mex,- NA -,7634 N Blackstone Ave,TU,(559) 446-1905
Fresno,CA,El Torito Mexican Restaurant,- NA -,2840 Tulare St,SA,(559) 485-1171
Fresno,CA,Marie Callenders,- NA -,1781 E Shaw Ave,TU  SA,(559) 224-8434
Fresno,CA,Marie Callenders,- NA -,3602 W Shaw Ave,TU  SA,(559) 271-0148
Fresno,CA,Marie Callenders,- NA -,7825 N Blackstone Ave,TU  SA,(559) 451-0806
Fresno,CA,Tony Roma's,- NA -,2003 W. Bullard Avenue,TU,(559) 435-7662
Fremont,CA,Dennys Restaurant,- NA -,5280 Mowry Ave,TU  SA,(510) 796-1818
Fremont,CA,Dennys Restaurant,- NA -,46645 Mission Blvd,MO,(510) 651-4686
Fountain Valley,CA,Marie Callenders,- NA -,18889 Brookhurst St,TU  SA,(714) 963-6791
Fontana,CA,IHOP,- NA -,16866 Foothill Blvd,MO,(909) 350-7083
Fontana,CA,Logans,- NA -,13480 Baseline Ave,TU,(909) 463-2290
Foster City,CA,El Torito Mexican Restaurant,- NA -,388 Vintage Park Dr,SA,(650) 574-6844
Granada Hills,CA,Dennys Restaurant,- NA -,17018 Devonshire Blvd,TU,(818) 363-9400
Granada Hills,CA,IHOP,- NA -,16943 Devonshire Street,TU,(818) 366-0774
Fairfax,CA,Pancho Villas,- NA -,1625 Sir Francis Drake Blvd,TU,(415) 456-4331
Encino,CA,Fromins Deli,- NA -,17615 Ventura Blvd,TH,(818) 990-6346
Escondido,CA,Marie Callenders,- NA -,515 W 13th Ave,TU  SA,(760) 741-3636
El Segundo,CA,El Segundo Fish Co,- NA -,210 E Grand Ave,WE,(310) 648-7222
Encinitas,CA,El Torito Mexican Restaurant,- NA -,1068 N El Camino Real,SA,(760) 479-0003
El Monte,CA,Dennys Restaurant,- NA -,9804 Flair Dr,TU  SA,(626) 443-4590
Elk Grove,CA,Marie Callenders,- NA -,9134 E Stockton Blvd,TU  SA,(916) 686-4589
Downey,CA,Marie Callenders,- NA -,7860 Florence Ave,TU  SA,(562) 927-3327
Dinuba,CA,IHOP,- NA -,780 W el Monte Way,MO  TU  WE  TH  FR,(559) 596-0995
Dana Point,CA,El Torito,- NA -,34521 Golden Lantern St,WE,(949) 496-6311
Dana Point,CA,El Torito Mexican Restaurant,- NA -,34521 Golden Lantern St,SA,(949) 496-6311
Daly City,CA,Marie Callenders,- NA -,5B Serramonte Ctr,TU  SA,(650) 992-9301
Coronado,CA,Bistro D'Asia,4 / 5,1301 Orange Avenue,TU,(619) 437-6677
Coronado,CA,Lil' Piggy BBQ,- NA -,1201 First St,TU,(619) 522-0217
Cotati,CA,El Torito Mexican Restaurant,- NA -,5090 Redwood Dr,SA,(707) 206-9100
Cypress,CA,El Torito Mexican Restaurant,- NA -,5995 Katella Ave,SA,(714) 761-8155
Covina,CA,R M Podesta Enterprises,- NA -,702 S Citrus Ave,SU  MO  TU  WE  TH  FR  SA,(626) 966-1241
Cupertino,CA,Hobees Restaurant,- NA -,21267 Stevens Creek Blvd,WE,(408) 255-6010
Cupertino,CA,Marie Callenders,- NA -,20750 Stevens Creek Blvd,TU  SA,(408) 255-2317
Costa Mesa,CA,Marie Callenders,- NA -,353 E 17th St,TU  SA,(949) 642-0822
Costa Mesa,CA,Marie Callenders,- NA -,353 E 17th St,TU  SA,(949) 642-0822
Costa Mesa,CA,Ruby's Diner,- NA -,428 East 17th Street,TU,(949) 646-7829
Costa Mesa,CA,Ruby's Diner,- NA -,3333 Bear St.,TU,(714) 662-7829
Corona Del Mar,CA,Ruby's Diner,- NA -,2305 East Coast Highway,TU,(949) 673-7829
City Of Industry,CA,Chick-fil-A,- NA -,21550 Valley Boulevard,TU,(909) 598-6300
City Of Commerce,CA,Ruby's Diner,- NA -,100 Citadel Drive,TU,(323) 887-9437
Chula Vista,CA,El Torito Mexican Restaurant,- NA -,271 Bay Blvd,SA,(619) 425-6013
Chula Vista,CA,Marie Callenders,- NA -,330 F St,TU  SA,(619) 420-0751
Chula Vista,CA,Oggis Pizza & Brewing Co,- NA -,2130 Birch Rd,TU,(619) 746-6900
Corona,CA,El Torito Mexican Restaurant,- NA -,2240 Griffin Way,WE,(951) 736-9379
Corona,CA,Lonestar Steakhouse,- NA -,955 Montecito,TU,(951) 278-4117
Corona,CA,Lonestar Steakhouse,- NA -,955 Montecito Dr,SA,(951) 278-4117
Corona,CA,Marie Callenders,- NA -,160 E Rincon St,TU  SA,(951) 735-4310
Concord,CA,El Torito Mexican Restaurant,- NA -,1961 Diamond Blvd,SA,(925) 798-7660
Concord,CA,Marie Callenders,- NA -,2090 Diamond Blvd,TU  SA,(925) 827-4930
Citrus Heights,CA,El Torito Mexican Restaurant,- NA -,5637 Sunrise Blvd,SA,(916) 965-4411
Citrus Heights,CA,Marie Callenders,- NA -,5525 Sunrise Blvd,TU  SA,(916) 961-8571
Chino,CA,Marie Callenders,- NA -,5455 Philadelphia St,TU  SA,(909) 613-0434
Chino,CA,Plaza Guadalajara,- NA -,12027 Central Av.,WE,(909) 627-8602
Cerritos,CA,El Torito Mexican Restaurant,- NA -,11167 183rd St,SA,(562) 924-1922
Ceres,CA,Dennys Restaurant,- NA -,1507 Herndon Rd,TU  SA,(209) 538-6454
Carson,CA,Tony Roma's,- NA -,20720 S. Avalon Blvd.,TU,(310) 329-5723
Carlsbad,CA,Pat And Oscar's,- NA -,965 Palomar Airport Rd,TU,(760) 929-7040
Carlsbad,CA,Ruby's Diner,- NA -,5630 Paseo Del Norte,TU,(760) 931-7829
Calabasas,CA,Calabasas Mine Shaft,- NA -,23527 Calabasas Rd,TU,(818) 222-6062
Campbell,CA,Dickey's Barbeque Pit,- NA -,1402 Camden Avenue,SU,(408) 915-5051
Campbell,CA,Hobees Restaurant,- NA -,"1875 S Bascom Ave, Ste 190",WE,(408) 369-0575
Campbell,CA,Sonoma Chicken Coop,- NA -,200 E Campbell Ave,MO  TU,(408) 866-2699
Capitola,CA,Marie Callenders,- NA -,3400 Clares St,TU  SA,(831) 464-6771
Burlingame,CA,El Torito Mexican Restaurant,- NA -,1590 Bayshore Hwy,SA,(650) 692-3113
Cabazon,CA,Ruby's Diner,- NA -,49000 Seminole Drive,TU,(951) 849-3850
Burbank,CA,Sharky\'s Woodfire Mexican Grill,- NA -,1791 N Victory Pl,MO  TU  WE  TH,(818) 840-9080
Buena Park,CA,El Torito Mexican Restaurant,- NA -,5980 Orangethorpe Ave,SA,(714) 521-8338
Buena Park,CA,Marie Callenders,- NA -,5960 Orangethorpe Ave,TU  SA,(714) 522-0170
Brentwood,CA,Strings Italian Cafe,- NA -,2500 Sand Creek Rd,SU  MO,(925) 513-6513
Belmont,CA,Hobees Restaurant,- NA -,1101 Shoreway Rd,WE,(650) 596-0400
Baldwin Park,CA,Dennys Restaurant,- NA -,14619 Garvey Ave,TU  SA,(626) 338-0217
Balboa,CA,Ruby's Diner,- NA -,1 Balboa Pier,TU,(949) 675-7829
Bakersfield,CA,Dennys Restaurant,- NA -,2851 White Ln,TU  SA,(661) 831-6961
Bakersfield,CA,Dennys Restaurant,- NA -,8710 Rosedale Hwy,TU  SA,(661) 587-5900
Bakersfield,CA,Dennys Restaurant,- NA -,2309 Panama Ln,TU  SA,(661) 832-5150
Bakersfield,CA,El Torito Mexican Restaurant,- NA -,4646 California Ave,SA,(661) 395-3035
Bakersfield,CA,La Mina Mexican Restaurant,- NA -,4001 Auburn St,TH,(661) 872-9314
